stunde;theta_e;I_N;I_N_dir;I_N_dif;I_E;I_E_dir;I_E_dif;I_S;I_S_dir;I_S_dif;I_W;I_W_dir;I_W_dif;I_H;I_H_dir;I_H_dif
4921;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4922;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4923;16.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4924;16.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4925;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4926;16.7;91.123;58.885;32.238;187.201;154.963;32.238;32.238;0.0;32.238;32.238;0.0;32.238;63.3;17.213;46.087
4927;19.4;217.957;114.23;103.727;648.675;544.948;103.727;103.727;0.0;103.727;103.727;0.0;103.727;306.19;170.063;136.127
4928;21.1;175.91;36.459;139.451;877.07;737.619;139.451;139.451;0.0;139.451;139.451;0.0;139.451;540.145;399.456;140.689
4929;21.7;149.836;0.0;149.836;915.398;765.562;149.836;245.025;95.19;149.836;149.836;0.0;149.836;738.854;645.45;93.404
4930;23.9;157.574;0.0;157.574;778.161;620.587;157.574;376.261;218.687;157.574;157.574;0.0;157.574;887.639;816.445;71.194
4931;26.7;155.414;0.0;155.414;561.003;405.588;155.414;463.745;308.33;155.414;155.414;0.0;155.414;978.124;930.806;47.318
4932;28.9;147.501;0.0;147.501;302.16;154.659;147.501;501.077;353.577;147.501;147.501;0.0;147.501;1010.532;982.038;28.495
4933;30.6;133.138;0.0;133.138;133.138;0.0;133.138;476.293;343.155;133.138;233.388;100.25;133.138;964.098;946.715;17.383
4934;32.2;119.497;0.0;119.497;119.497;0.0;119.497;409.311;289.814;119.497;443.492;323.995;119.497;875.228;854.477;20.751
4935;31.7;112.328;0.0;112.328;112.328;0.0;112.328;327.215;214.887;112.328;636.099;523.771;112.328;792.34;757.588;34.751
4936;32.2;82.79;0.0;82.79;82.79;0.0;82.79;188.95;106.159;82.79;736.013;653.222;82.79;618.356;598.77;19.586
4937;31.7;64.681;11.929;52.752;52.752;0.0;52.752;52.752;0.0;52.752;732.026;679.274;52.752;412.595;402.579;10.016
4938;31.7;139.552;95.106;44.446;44.446;0.0;44.446;44.446;0.0;44.446;577.718;533.272;44.446;210.806;188.486;22.319
4939;30;74.327;47.987;26.34;26.34;0.0;26.34;26.34;0.0;26.34;165.435;139.095;26.34;52.227;20.775;31.452
4940;25.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4941;24.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4942;22.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4943;21.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4944;19.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4945;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4946;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4947;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4948;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4949;17.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4950;18.9;83.522;54.828;28.694;174.271;145.577;28.694;28.694;0.0;28.694;28.694;0.0;28.694;58.045;15.776;42.269
4951;21.1;207.345;105.294;102.05;612.505;510.455;102.05;102.05;0.0;102.05;102.05;0.0;102.05;293.351;157.925;135.427
4952;25;173.045;33.774;139.271;875.571;736.3;139.271;139.271;0.0;139.271;139.271;0.0;139.271;537.771;396.637;141.134
4953;27.2;149.715;0.0;149.715;915.459;765.744;149.715;248.073;98.358;149.715;149.715;0.0;149.715;736.781;643.089;93.691
4954;31.1;157.469;0.0;157.469;778.227;620.758;157.469;379.501;222.032;157.469;157.469;0.0;157.469;885.526;814.074;71.452
4955;32.2;155.416;0.0;155.416;561.469;406.054;155.416;467.445;312.03;155.416;155.416;0.0;155.416;976.878;929.305;47.573
4956;32.2;147.523;0.0;147.523;302.313;154.79;147.523;504.819;357.296;147.523;147.523;0.0;147.523;1009.334;980.579;28.756
4957;33.9;138.102;0.0;138.102;138.102;0.0;138.102;494.153;356.051;138.102;241.248;103.145;138.102;990.536;970.759;19.777
4958;33.9;127.618;0.0;127.618;127.618;0.0;127.618;433.768;306.15;127.618;466.49;338.872;127.618;916.264;890.962;25.302
4959;35;112.167;0.0;112.167;112.167;0.0;112.167;330.022;217.855;112.167;636.153;523.986;112.167;790.168;755.37;34.798
4960;34.4;82.602;0.0;82.602;82.602;0.0;82.602;191.519;108.916;82.602;736.032;653.43;82.602;616.207;596.599;19.607
4961;34.4;67.602;9.129;58.472;58.472;0.0;58.472;58.472;0.0;58.472;709.936;651.464;58.472;400.768;384.106;16.663
4962;33.9;137.456;93.184;44.272;44.272;0.0;44.272;44.272;0.0;44.272;576.557;532.285;44.272;208.981;186.637;22.344
4963;31.1;69.848;44.215;25.633;25.633;0.0;25.633;25.633;0.0;25.633;155.017;129.384;25.633;49.693;18.963;30.73
4964;29.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4965;28.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4966;26.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4967;23.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4968;21.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4969;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4970;19.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4971;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4972;18.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4973;18.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4974;19.4;79.813;52.137;27.676;167.396;139.719;27.676;27.676;0.0;27.676;27.676;0.0;27.676;55.53;14.758;40.772
4975;22.8;171.164;75.546;95.618;468.072;372.455;95.618;95.618;0.0;95.618;95.618;0.0;95.618;244.846;114.218;130.628
4976;25.6;160.907;29.577;131.329;832.105;700.776;131.329;131.329;0.0;131.329;131.329;0.0;131.329;498.74;375.481;123.26
4977;28.9;145.268;0.0;145.268;854.217;708.949;145.268;239.329;94.062;145.268;145.268;0.0;145.268;687.813;593.053;94.76
4978;30;148.807;0.0;148.807;745.726;596.92;148.807;365.57;216.763;148.807;148.807;0.0;148.807;843.795;780.321;63.474
4979;30.6;146.44;0.0;146.44;535.848;389.408;146.44;448.999;302.559;146.44;146.44;0.0;146.44;929.995;888.789;41.206
4980;32.8;136.477;0.0;136.477;282.532;146.055;136.477;477.009;340.532;136.477;136.477;0.0;136.477;946.479;923.29;23.189
4981;33.3;129.937;0.0;129.937;129.937;0.0;129.937;474.093;344.156;129.937;228.831;98.894;129.937;943.633;927.141;16.491
4982;34.4;116.616;0.0;116.616;116.616;0.0;116.616;408.564;291.948;116.616;436.578;319.963;116.616;858.072;838.489;19.583
4983;34.4;104.152;0.0;104.152;104.152;0.0;104.152;315.676;211.523;104.152;606.189;502.037;104.152;750.808;721.195;29.614
4984;33.9;81.828;0.0;81.828;81.828;0.0;81.828;185.889;104.061;81.828;690.686;608.858;81.828;576.612;553.617;22.995
4985;33.3;90.57;4.835;85.735;85.735;0.0;85.735;85.735;0.0;85.735;550.019;464.284;85.735;330.619;272.273;58.346
4986;29.4;85.698;25.257;60.441;60.441;0.0;60.441;60.441;0.0;60.441;207.511;147.07;60.441;133.666;51.139;82.527
4987;27.8;24.1;8.155;15.945;15.945;0.0;15.945;15.945;0.0;15.945;40.041;24.096;15.945;29.079;3.462;25.617
4988;26.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4989;25.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4990;23.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4991;23.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4992;22.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4993;22.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4994;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4995;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4996;19.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4997;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4998;21.1;69.813;44.58;25.233;145.857;120.624;25.233;25.233;0.0;25.233;25.233;0.0;25.233;49.457;12.407;37.05
4999;23.3;169.268;74.219;95.049;467.461;372.412;95.049;95.049;0.0;95.049;95.049;0.0;95.049;243.118;113.184;129.935
5000;25.6;154.166;24.645;129.521;770.671;641.15;129.521;129.521;0.0;129.521;129.521;0.0;129.521;468.483;341.671;126.812
5001;27.8;143.574;0.0;143.574;749.404;605.83;143.574;226.591;83.016;143.574;143.574;0.0;143.574;612.704;504.784;107.92
5002;29.4;148.543;0.0;148.543;655.352;506.809;148.543;335.431;186.889;148.543;148.543;0.0;148.543;742.42;660.413;82.006
5003;30;145.2;0.0;145.2;504.236;359.035;145.2;427.325;282.124;145.2;145.2;0.0;145.2;866.294;817.272;49.022
5004;31.7;142.483;0.0;142.483;276.264;133.781;142.483;457.668;315.185;142.483;142.483;0.0;142.483;895.99;844.096;51.894
5005;32.2;127.289;0.0;127.289;127.289;0.0;127.289;469.791;342.502;127.289;224.942;97.653;127.289;927.205;911.525;15.68
5006;33.3;117.551;0.0;117.551;117.551;0.0;117.551;405.979;288.428;117.551;430.545;312.994;117.551;839.93;817.379;22.551
5007;32.2;128.421;0.0;128.421;128.421;0.0;128.421;263.696;135.274;128.421;445.252;316.831;128.421;544.825;453.47;91.355
5008;27.8;53.35;0.0;53.35;53.35;0.0;53.35;53.871;0.521;53.35;56.323;2.973;53.35;102.997;2.692;100.305
5009;23.9;79.759;0.433;79.326;79.326;0.0;79.326;79.326;0.0;79.326;143.411;64.085;79.326;172.127;37.372;134.756
5010;24.4;84.484;24.57;59.914;59.914;0.0;59.914;59.914;0.0;59.914;205.848;145.934;59.914;132.172;50.304;81.868
5011;25;30.417;11.873;18.544;18.544;0.0;18.544;18.544;0.0;18.544;53.975;35.431;18.544;34.719;4.985;29.734
5012;22.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5013;21.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5014;21.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5015;21.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5016;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5017;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5018;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5019;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5020;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5021;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5022;18.3;67.166;42.939;24.227;141.579;117.352;24.227;24.227;0.0;24.227;24.227;0.0;24.227;47.274;11.742;35.532
5023;21.7;167.063;73.085;93.978;467.517;373.539;93.978;93.978;0.0;93.978;93.978;0.0;93.978;240.382;112.493;127.889
5024;23.9;155.152;24.144;131.008;829.436;698.428;131.008;131.008;0.0;131.008;131.008;0.0;131.008;494.261;370.153;124.108
5025;25.6;145.049;0.0;145.049;854.142;709.093;145.049;245.386;100.337;145.049;145.049;0.0;145.049;683.829;588.466;95.363
5026;27.8;148.262;0.0;148.262;733.848;585.587;148.262;367.585;219.323;148.262;148.262;0.0;148.262;826.333;760.633;65.701
5027;28.9;144.324;0.0;144.324;528.21;383.886;144.324;449.467;305.143;144.324;144.324;0.0;144.324;912.371;871.535;40.836
5028;29.4;136.406;0.0;136.406;282.373;145.966;136.406;484.038;347.632;136.406;136.406;0.0;136.406;943.097;919.424;23.673
5029;29.4;129.83;0.0;129.83;129.83;0.0;129.83;481.038;351.208;129.83;229.217;99.387;129.83;940.156;923.24;16.916
5030;30;116.868;0.0;116.868;116.868;0.0;116.868;415.653;298.786;116.868;437.923;321.055;116.868;855.519;835.353;20.166
5031;30.6;102.777;0.0;102.777;102.777;0.0;102.777;317.091;214.314;102.777;598.122;495.346;102.777;735.959;706.259;29.7
5032;30;89.639;0.0;89.639;89.639;0.0;89.639;191.387;101.748;89.639;656.371;566.732;89.639;546.466;510.818;35.648
5033;30.6;64.975;1.893;63.082;63.082;0.0;63.082;63.082;0.0;63.082;680.696;617.614;63.082;381.572;358.076;23.496
5034;28.9;128.073;77.657;50.416;50.416;0.0;50.416;50.416;0.0;50.416;521.218;470.802;50.416;193.003;160.824;32.178
5035;27.8;58.364;35.774;22.59;22.59;0.0;22.59;22.59;0.0;22.59;130.434;107.844;22.59;41.792;14.841;26.951
5036;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5037;23.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5038;21.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5039;21.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5040;21.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5041;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5042;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5043;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5044;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5045;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5046;14.4;70.812;46.155;24.658;152.112;127.455;24.658;24.658;0.0;24.658;24.658;0.0;24.658;48.642;12.394;36.248
5047;16.7;202.316;101.587;100.729;630.045;529.316;100.729;100.729;0.0;100.729;100.729;0.0;100.729;292.003;157.93;134.074
5048;19.4;154.528;22.557;131.971;869.153;737.182;131.971;131.971;0.0;131.971;131.971;0.0;131.971;510.981;388.521;122.46
5049;22.8;145.784;0.0;145.784;891.879;746.095;145.784;254.781;108.996;145.784;145.784;0.0;145.784;708.466;616.683;91.783
5050;24.4;152.147;0.0;152.147;759.566;607.419;152.147;383.255;231.107;152.147;152.147;0.0;152.147;854.193;786.471;67.722
5051;26.7;150.25;0.0;150.25;547.067;396.817;150.25;469.393;319.142;150.25;150.25;0.0;150.25;943.561;898.551;45.01
5052;29.4;136.702;0.0;136.702;282.602;145.9;136.702;488.088;351.386;136.702;136.702;0.0;136.702;941.89;917.654;24.236
5053;30;127.175;0.0;127.175;127.175;0.0;127.175;476.762;349.587;127.175;225.395;98.22;127.175;923.675;907.575;16.1
5054;30.6;129.987;0.0;129.987;129.987;0.0;129.987;364.8;234.813;129.987;379.84;249.853;129.987;710.446;647.58;62.866
5055;30.6;126.414;0.0;126.414;126.414;0.0;126.414;266.123;139.709;126.414;445.087;318.673;126.414;541.301;452.548;88.754
5056;30.6;109.073;0.0;109.073;109.073;0.0;109.073;178.977;69.904;109.073;489.139;380.065;109.073;427.035;340.983;86.052
5057;28.9;91.792;0.0;91.792;91.792;0.0;91.792;92.045;0.253;91.792;463.914;372.122;91.792;291.287;214.447;76.84
5058;27.8;19.563;0.302;19.261;19.261;0.0;19.261;19.261;0.0;19.261;21.134;1.873;19.261;37.634;0.634;37
5059;26.1;8.814;0.619;8.196;8.196;0.0;8.196;8.196;0.0;8.196;10.081;1.885;8.196;15.253;0.253;15
5060;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5061;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5062;24.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5063;24.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5064;23.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5065;21.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5066;21.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5067;21.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5068;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5069;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5070;20.6;59.419;37.283;22.136;126.204;104.068;22.136;22.136;0.0;22.136;22.136;0.0;22.136;42.301;9.824;32.478
5071;22.8;184.6;87.457;97.143;562.103;464.96;97.143;97.143;0.0;97.143;97.143;0.0;97.143;268.057;137.421;130.636
5072;25.6;151.396;19.55;131.846;868.762;736.916;131.846;131.846;0.0;131.846;131.846;0.0;131.846;509.092;386.198;122.894
5073;27.8;145.662;0.0;145.662;891.844;746.182;145.662;258.181;112.519;145.662;145.662;0.0;145.662;706.34;614.255;92.085
5074;30.6;157.087;0.0;157.087;779.517;622.429;157.087;397.7;240.612;157.087;157.087;0.0;157.087;876.145;803.331;72.814
5075;31.7;146.639;0.0;146.639;536.879;390.24;146.639;464.26;317.621;146.639;146.639;0.0;146.639;924.029;881.4;42.629
5076;31.7;137.25;0.0;137.25;279.5;142.249;137.25;483.827;346.577;137.25;137.25;0.0;137.25;920.981;893.564;27.417
5077;32.8;135.407;0.0;135.407;135.407;0.0;135.407;439.68;304.274;135.407;220.31;84.903;135.407;831.13;780.016;51.113
5078;33.3;120.751;0.0;120.751;120.751;0.0;120.751;393.095;272.344;120.751;407.725;286.974;120.751;769.098;740.778;28.32
5079;32.2;109.266;0.0;109.266;109.266;0.0;109.266;306.216;196.951;109.266;552.63;443.364;109.266;662.792;627.008;35.784
5080;31.1;119.609;0.0;119.609;119.609;0.0;119.609;163.512;43.903;119.609;352.681;233.073;119.609;350.972;208.103;142.87
5081;28.9;91.791;0.0;91.791;91.791;0.0;91.791;92.762;0.971;91.791;308.988;217.197;91.791;241.053;124.386;116.667
5082;28.3;50.121;5.574;44.547;44.547;0.0;44.547;44.547;0.0;44.547;79.826;35.279;44.547;90.028;11.822;78.206
5083;24.9;3.577;0.0;3.577;3.577;0.0;3.577;3.577;0.0;3.577;3.577;0.0;3.577;7;0;7
5084;24.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5085;23.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5086;22.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5087;22.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5088;21.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5089;20.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5090;19.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5091;19.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5092;19.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5093;19.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5094;20.1;58.124;36.525;21.599;124.692;103.093;21.599;21.599;0.0;21.599;21.599;0.0;21.599;41.134;9.436;31.698
5095;22.6;188.73;90.363;98.366;588.995;490.629;98.366;98.366;0.0;98.366;98.366;0.0;98.366;276.364;143.618;132.745
5096;24.4;152.268;15.625;136.643;835.293;698.65;136.643;136.643;0.0;136.643;136.643;0.0;136.643;508.038;364.062;143.976
5097;25.2;143.522;0.0;143.522;821.984;678.461;143.522;249.098;105.576;143.522;143.522;0.0;143.522;654.914;556.228;98.686
5098;25.9;147.16;0.0;147.16;654.017;506.856;147.16;346.263;199.103;147.16;147.16;0.0;147.16;733.375;652.076;81.299
5099;26.7;149.315;0.0;149.315;442.167;292.851;149.315;390.58;241.264;149.315;149.315;0.0;149.315;747.589;659.772;87.817
5100;27.6;145.468;0.0;145.468;257.399;111.931;145.468;421.447;275.979;145.468;145.468;0.0;145.468;775.681;702.375;73.306
5101;28.5;138.451;0.0;138.451;138.451;0.0;138.451;414.901;276.45;138.451;215.086;76.635;138.451;764.03;699.693;64.336
5102;29.4;128.507;0.0;128.507;128.507;0.0;128.507;369.86;241.353;128.507;380.372;251.864;128.507;708.644;647.389;61.255
5103;26.8;131.061;0.0;131.061;131.061;0.0;131.061;252.979;121.918;131.061;401.941;270.879;131.061;511.34;381.428;129.912
5104;24.3;120.423;0.0;120.423;120.423;0.0;120.423;154.994;34.571;120.423;299.679;179.256;120.423;327.292;159.256;168.035
5105;21.7;78.276;0.0;78.276;78.276;0.0;78.276;78.804;0.528;78.276;141.832;63.556;78.276;169.32;36.163;133.157
5106;21.3;47.596;4.969;42.627;42.627;0.0;42.627;42.627;0.0;42.627;74.802;32.175;42.627;85.673;10.674;74.999
5107;21;8.803;0.607;8.195;8.195;0.0;8.195;8.195;0.0;8.195;10.086;1.89;8.195;15.242;0.242;15
5108;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5109;19.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5110;19.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5111;18.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5112;18.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5113;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
